Site,Species,ReadingDateTime,Value,Units,Provisional or Ratified
TH4,O3,10/02/2018 22:00,29.30000,ug m-3,R
TH4,O3,10/02/2018 23:00,47.30000,ug m-3,R
TH4,O3,11/02/2018 00:00,46.40000,ug m-3,R
TH4,O3,11/02/2018 01:00,55.90000,ug m-3,R
TH4,O3,11/02/2018 02:00,59.70000,ug m-3,R
TH4,O3,11/02/2018 03:00,59.20000,ug m-3,R
TH4,O3,11/02/2018 04:00,57.90000,ug m-3,R
TH4,O3,11/02/2018 05:00,56.70000,ug m-3,R
TH4,O3,11/02/2018 06:00,53.80000,ug m-3,R
TH4,O3,11/02/2018 07:00,51.40000,ug m-3,R
TH4,O3,11/02/2018 08:00,49.10000,ug m-3,R
TH4,O3,11/02/2018 09:00,51.10000,ug m-3,R
TH4,O3,11/02/2018 10:00,46.50000,ug m-3,R
TH4,O3,11/02/2018 11:00,52.40000,ug m-3,R
TH4,O3,11/02/2018 12:00,51.90000,ug m-3,R
TH4,O3,11/02/2018 13:00,47.50000,ug m-3,R
TH4,O3,11/02/2018 14:00,48.70000,ug m-3,R
TH4,O3,11/02/2018 15:00,50.00000,ug m-3,R
TH4,O3,11/02/2018 16:00,42.50000,ug m-3,R
TH4,O3,11/02/2018 17:00,35.00000,ug m-3,R
TH4,O3,11/02/2018 18:00,35.90000,ug m-3,R
TH4,O3,11/02/2018 19:00,39.90000,ug m-3,R
TH4,O3,11/02/2018 20:00,33.60000,ug m-3,R
TH4,O3,11/02/2018 21:00,36.50000,ug m-3,R
TH4,O3,11/02/2018 22:00,31.70000,ug m-3,R
TH4,O3,11/02/2018 23:00,32.00000,ug m-3,R
TH4,O3,12/02/2018 00:00,37.80000,ug m-3,P
TH4,O3,12/02/2018 01:00,46.60000,ug m-3,P
TH4,O3,12/02/2018 02:00,48.00000,ug m-3,P
TH4,O3,12/02/2018 03:00,45.30000,ug m-3,P
TH4,O3,12/02/2018 04:00,36.70000,ug m-3,P
TH4,O3,12/02/2018 05:00,30.90000,ug m-3,P
TH4,O3,12/02/2018 06:00,16.00000,ug m-3,P
TH4,O3,12/02/2018 07:00,11.20000,ug m-3,P
TH4,O3,12/02/2018 08:00,13.50000,ug m-3,P
TH4,O3,12/02/2018 09:00,,ug m-3,P
TH4,O3,12/02/2018 10:00,,ug m-3,P
TH4,O3,12/02/2018 11:00,27.80000,ug m-3,P
TH4,O3,12/02/2018 12:00,30.10000,ug m-3,P
TH4,O3,12/02/2018 13:00,32.40000,ug m-3,P
TH4,O3,12/02/2018 14:00,33.40000,ug m-3,P
TH4,O3,12/02/2018 15:00,27.60000,ug m-3,P
TH4,O3,12/02/2018 16:00,23.00000,ug m-3,P
TH4,O3,12/02/2018 17:00,12.80000,ug m-3,P
TH4,O3,12/02/2018 18:00,5.40000,ug m-3,P
TH4,O3,12/02/2018 19:00,8.00000,ug m-3,P
TH4,O3,12/02/2018 20:00,10.20000,ug m-3,P
TH4,O3,12/02/2018 21:00,14.00000,ug m-3,P
TH4,O3,12/02/2018 22:00,25.50000,ug m-3,P
TH4,O3,12/02/2018 23:00,24.10000,ug m-3,P
TH4,O3,13/02/2018 00:00,32.40000,ug m-3,P
TH4,O3,13/02/2018 01:00,42.80000,ug m-3,P
TH4,O3,13/02/2018 02:00,41.90000,ug m-3,P
TH4,O3,13/02/2018 03:00,47.00000,ug m-3,P
TH4,O3,13/02/2018 04:00,40.00000,ug m-3,P
TH4,O3,13/02/2018 05:00,35.30000,ug m-3,P
TH4,O3,13/02/2018 06:00,29.00000,ug m-3,P
TH4,O3,13/02/2018 07:00,24.60000,ug m-3,P
TH4,O3,13/02/2018 08:00,33.00000,ug m-3,P
TH4,O3,13/02/2018 09:00,30.90000,ug m-3,P
TH4,O3,13/02/2018 10:00,29.10000,ug m-3,P
TH4,O3,13/02/2018 11:00,38.00000,ug m-3,P
TH4,O3,13/02/2018 12:00,40.60000,ug m-3,P
TH4,O3,13/02/2018 13:00,39.30000,ug m-3,P
TH4,O3,13/02/2018 14:00,34.90000,ug m-3,P
TH4,O3,13/02/2018 15:00,23.20000,ug m-3,P
TH4,O3,13/02/2018 16:00,20.40000,ug m-3,P
TH4,O3,13/02/2018 17:00,27.10000,ug m-3,P
TH4,O3,13/02/2018 18:00,22.20000,ug m-3,P
TH4,O3,13/02/2018 19:00,22.20000,ug m-3,P
TH4,O3,13/02/2018 20:00,13.40000,ug m-3,P
TH4,O3,13/02/2018 21:00,8.00000,ug m-3,P
TH4,O3,13/02/2018 22:00,6.20000,ug m-3,P
TH4,O3,13/02/2018 23:00,3.30000,ug m-3,P
TH4,O3,14/02/2018 00:00,4.00000,ug m-3,P
TH4,O3,14/02/2018 01:00,22.40000,ug m-3,P
TH4,O3,14/02/2018 02:00,20.40000,ug m-3,P
TH4,O3,14/02/2018 03:00,8.60000,ug m-3,P
TH4,O3,14/02/2018 04:00,3.00000,ug m-3,P
TH4,O3,14/02/2018 05:00,2.40000,ug m-3,P
TH4,O3,14/02/2018 06:00,2.20000,ug m-3,P
TH4,O3,14/02/2018 07:00,2.70000,ug m-3,P
TH4,O3,14/02/2018 08:00,5.50000,ug m-3,P
TH4,O3,14/02/2018 09:00,15.60000,ug m-3,P
TH4,O3,14/02/2018 10:00,19.10000,ug m-3,P
TH4,O3,14/02/2018 11:00,25.70000,ug m-3,P
TH4,O3,14/02/2018 12:00,26.40000,ug m-3,P
TH4,O3,14/02/2018 13:00,31.90000,ug m-3,P
TH4,O3,14/02/2018 14:00,30.90000,ug m-3,P
TH4,O3,14/02/2018 15:00,26.90000,ug m-3,P
TH4,O3,14/02/2018 16:00,24.50000,ug m-3,P
TH4,O3,14/02/2018 17:00,25.40000,ug m-3,P
TH4,O3,14/02/2018 18:00,22.50000,ug m-3,P
TH4,O3,14/02/2018 19:00,25.20000,ug m-3,P
TH4,O3,14/02/2018 20:00,32.60000,ug m-3,P
TH4,O3,14/02/2018 21:00,31.40000,ug m-3,P
TH4,O3,14/02/2018 22:00,27.30000,ug m-3,P
TH4,O3,14/02/2018 23:00,25.60000,ug m-3,P
TH4,O3,15/02/2018 00:00,24.70000,ug m-3,P
TH4,O3,15/02/2018 01:00,13.10000,ug m-3,P
TH4,O3,15/02/2018 02:00,21.50000,ug m-3,P
TH4,O3,15/02/2018 03:00,18.70000,ug m-3,P
TH4,O3,15/02/2018 04:00,34.10000,ug m-3,P
TH4,O3,15/02/2018 05:00,37.30000,ug m-3,P
TH4,O3,15/02/2018 06:00,22.80000,ug m-3,P
TH4,O3,15/02/2018 07:00,14.70000,ug m-3,P
TH4,O3,15/02/2018 08:00,22.80000,ug m-3,P
TH4,O3,15/02/2018 09:00,31.70000,ug m-3,P
TH4,O3,15/02/2018 10:00,29.70000,ug m-3,P
TH4,O3,15/02/2018 11:00,23.80000,ug m-3,P
TH4,O3,15/02/2018 12:00,23.70000,ug m-3,P
TH4,O3,15/02/2018 13:00,26.30000,ug m-3,P
TH4,O3,15/02/2018 14:00,28.00000,ug m-3,P
TH4,O3,15/02/2018 15:00,28.60000,ug m-3,P
TH4,O3,15/02/2018 16:00,22.40000,ug m-3,P
TH4,O3,15/02/2018 17:00,23.70000,ug m-3,P
TH4,O3,15/02/2018 18:00,25.00000,ug m-3,P
TH4,O3,15/02/2018 19:00,23.10000,ug m-3,P
TH4,O3,15/02/2018 20:00,18.10000,ug m-3,P
TH4,O3,15/02/2018 21:00,16.30000,ug m-3,P
TH4,O3,15/02/2018 22:00,20.30000,ug m-3,P
TH4,O3,15/02/2018 23:00,21.60000,ug m-3,P
TH4,O3,16/02/2018 00:00,25.00000,ug m-3,P
TH4,O3,16/02/2018 01:00,30.10000,ug m-3,P
TH4,O3,16/02/2018 02:00,30.80000,ug m-3,P
TH4,O3,16/02/2018 03:00,32.70000,ug m-3,P
TH4,O3,16/02/2018 04:00,28.30000,ug m-3,P
TH4,O3,16/02/2018 05:00,20.50000,ug m-3,P
TH4,O3,16/02/2018 06:00,13.50000,ug m-3,P
TH4,O3,16/02/2018 07:00,7.10000,ug m-3,P
TH4,O3,16/02/2018 08:00,11.60000,ug m-3,P
TH4,O3,16/02/2018 09:00,11.00000,ug m-3,P
TH4,O3,16/02/2018 10:00,13.80000,ug m-3,P
TH4,O3,16/02/2018 11:00,16.40000,ug m-3,P
TH4,O3,16/02/2018 12:00,19.40000,ug m-3,P
TH4,O3,16/02/2018 13:00,23.00000,ug m-3,P
TH4,O3,16/02/2018 14:00,21.30000,ug m-3,P
TH4,O3,16/02/2018 15:00,12.70000,ug m-3,P
TH4,O3,16/02/2018 16:00,7.80000,ug m-3,P
TH4,O3,16/02/2018 17:00,3.40000,ug m-3,P
TH4,O3,16/02/2018 18:00,3.50000,ug m-3,P
TH4,O3,16/02/2018 19:00,4.30000,ug m-3,P
TH4,O3,16/02/2018 20:00,4.50000,ug m-3,P
TH4,O3,16/02/2018 21:00,5.70000,ug m-3,P
TH4,O3,16/02/2018 22:00,3.20000,ug m-3,P
TH4,O3,16/02/2018 23:00,2.90000,ug m-3,P
TH4,O3,17/02/2018 00:00,2.30000,ug m-3,P
TH4,O3,17/02/2018 01:00,1.40000,ug m-3,P
TH4,O3,17/02/2018 02:00,0.90000,ug m-3,P
TH4,O3,17/02/2018 03:00,1.00000,ug m-3,P
TH4,O3,17/02/2018 04:00,1.00000,ug m-3,P
TH4,O3,17/02/2018 05:00,1.10000,ug m-3,P
TH4,O3,17/02/2018 06:00,1.00000,ug m-3,P
TH4,O3,17/02/2018 07:00,1.30000,ug m-3,P
TH4,O3,17/02/2018 08:00,2.30000,ug m-3,P
TH4,O3,17/02/2018 09:00,4.60000,ug m-3,P
TH4,O3,17/02/2018 10:00,9.90000,ug m-3,P
TH4,O3,17/02/2018 11:00,19.90000,ug m-3,P
TH4,O3,17/02/2018 12:00,27.20000,ug m-3,P
TH4,O3,17/02/2018 13:00,30.80000,ug m-3,P
TH4,O3,17/02/2018 14:00,32.10000,ug m-3,P
TH4,O3,17/02/2018 15:00,25.80000,ug m-3,P
TH4,O3,17/02/2018 16:00,24.00000,ug m-3,P
TH4,O3,17/02/2018 17:00,8.20000,ug m-3,P
TH4,O3,17/02/2018 18:00,6.40000,ug m-3,P
TH4,O3,17/02/2018 19:00,6.40000,ug m-3,P
TH4,O3,17/02/2018 20:00,4.30000,ug m-3,P
TH4,O3,17/02/2018 21:00,2.90000,ug m-3,P
TH4,O3,17/02/2018 22:00,13.80000,ug m-3,P
TH4,O3,17/02/2018 23:00,4.30000,ug m-3,P
TH4,O3,18/02/2018 00:00,3.40000,ug m-3,P
TH4,O3,18/02/2018 01:00,15.30000,ug m-3,P
TH4,O3,18/02/2018 02:00,10.00000,ug m-3,P
TH4,O3,18/02/2018 03:00,5.40000,ug m-3,P
TH4,O3,18/02/2018 04:00,1.20000,ug m-3,P
TH4,O3,18/02/2018 05:00,1.10000,ug m-3,P
TH4,O3,18/02/2018 06:00,0.90000,ug m-3,P
TH4,O3,18/02/2018 07:00,1.60000,ug m-3,P
TH4,O3,18/02/2018 08:00,2.60000,ug m-3,P
TH4,O3,18/02/2018 09:00,8.50000,ug m-3,P
TH4,O3,18/02/2018 10:00,30.10000,ug m-3,P
TH4,O3,18/02/2018 11:00,31.70000,ug m-3,P
TH4,O3,18/02/2018 12:00,33.60000,ug m-3,P
TH4,O3,18/02/2018 13:00,26.60000,ug m-3,P
TH4,O3,18/02/2018 14:00,22.30000,ug m-3,P
TH4,O3,18/02/2018 15:00,23.80000,ug m-3,P
TH4,O3,18/02/2018 16:00,15.50000,ug m-3,P
TH4,O3,18/02/2018 17:00,14.70000,ug m-3,P
TH4,O3,18/02/2018 18:00,11.20000,ug m-3,P
TH4,O3,18/02/2018 19:00,15.50000,ug m-3,P
TH4,O3,18/02/2018 20:00,11.30000,ug m-3,P
TH4,O3,18/02/2018 21:00,16.60000,ug m-3,P
TH4,O3,18/02/2018 22:00,12.50000,ug m-3,P
TH4,O3,18/02/2018 23:00,12.20000,ug m-3,P
TH4,O3,19/02/2018 00:00,15.70000,ug m-3,P
TH4,O3,19/02/2018 01:00,27.80000,ug m-3,P
TH4,O3,19/02/2018 02:00,22.20000,ug m-3,P
TH4,O3,19/02/2018 03:00,29.10000,ug m-3,P
TH4,O3,19/02/2018 04:00,28.70000,ug m-3,P
TH4,O3,19/02/2018 05:00,17.30000,ug m-3,P
TH4,O3,19/02/2018 06:00,10.00000,ug m-3,P
TH4,O3,19/02/2018 07:00,5.30000,ug m-3,P
TH4,O3,19/02/2018 08:00,3.50000,ug m-3,P
TH4,O3,19/02/2018 09:00,3.10000,ug m-3,P
TH4,O3,19/02/2018 10:00,3.40000,ug m-3,P
TH4,O3,19/02/2018 11:00,1.90000,ug m-3,P
TH4,O3,19/02/2018 12:00,2.00000,ug m-3,P
TH4,O3,19/02/2018 13:00,1.70000,ug m-3,P
TH4,O3,19/02/2018 14:00,4.50000,ug m-3,P
TH4,O3,19/02/2018 15:00,4.70000,ug m-3,P
TH4,O3,19/02/2018 16:00,4.20000,ug m-3,P
TH4,O3,19/02/2018 17:00,4.30000,ug m-3,P
TH4,O3,19/02/2018 18:00,6.50000,ug m-3,P
TH4,O3,19/02/2018 19:00,8.00000,ug m-3,P
TH4,O3,19/02/2018 20:00,9.80000,ug m-3,P
TH4,O3,19/02/2018 21:00,10.30000,ug m-3,P
TH4,O3,19/02/2018 22:00,9.60000,ug m-3,P
TH4,O3,19/02/2018 23:00,6.10000,ug m-3,P
TH4,O3,20/02/2018 00:00,5.20000,ug m-3,P
TH4,O3,20/02/2018 01:00,15.90000,ug m-3,P
TH4,O3,20/02/2018 02:00,15.10000,ug m-3,P
TH4,O3,20/02/2018 03:00,12.40000,ug m-3,P
TH4,O3,20/02/2018 04:00,7.40000,ug m-3,P
TH4,O3,20/02/2018 05:00,2.80000,ug m-3,P
TH4,O3,20/02/2018 06:00,1.50000,ug m-3,P
TH4,O3,20/02/2018 07:00,1.00000,ug m-3,P
TH4,O3,20/02/2018 08:00,5.80000,ug m-3,P
TH4,O3,20/02/2018 09:00,15.90000,ug m-3,P
TH4,O3,20/02/2018 10:00,17.70000,ug m-3,P
TH4,O3,20/02/2018 11:00,22.50000,ug m-3,P
TH4,O3,20/02/2018 12:00,23.10000,ug m-3,P
TH4,O3,20/02/2018 13:00,20.20000,ug m-3,P
TH4,O3,20/02/2018 14:00,18.90000,ug m-3,P
TH4,O3,20/02/2018 15:00,16.50000,ug m-3,P
TH4,O3,20/02/2018 16:00,11.70000,ug m-3,P
TH4,O3,20/02/2018 17:00,30.60000,ug m-3,P
TH4,O3,20/02/2018 18:00,31.10000,ug m-3,P
TH4,O3,20/02/2018 19:00,22.90000,ug m-3,P
TH4,O3,20/02/2018 20:00,23.60000,ug m-3,P
TH4,O3,20/02/2018 21:00,25.70000,ug m-3,P
TH4,O3,20/02/2018 22:00,23.20000,ug m-3,P
TH4,O3,20/02/2018 23:00,27.90000,ug m-3,P
TH4,O3,21/02/2018 00:00,32.00000,ug m-3,P
TH4,O3,21/02/2018 01:00,29.40000,ug m-3,P
TH4,O3,21/02/2018 02:00,26.10000,ug m-3,P
TH4,O3,21/02/2018 03:00,23.90000,ug m-3,P
TH4,O3,21/02/2018 04:00,15.50000,ug m-3,P
TH4,O3,21/02/2018 05:00,10.00000,ug m-3,P
TH4,O3,21/02/2018 06:00,4.80000,ug m-3,P
TH4,O3,21/02/2018 07:00,3.30000,ug m-3,P
TH4,O3,21/02/2018 08:00,5.40000,ug m-3,P
TH4,O3,21/02/2018 09:00,19.50000,ug m-3,P
TH4,O3,21/02/2018 10:00,20.10000,ug m-3,P
TH4,O3,21/02/2018 11:00,24.60000,ug m-3,P
TH4,O3,21/02/2018 12:00,24.80000,ug m-3,P
TH4,O3,21/02/2018 13:00,30.30000,ug m-3,P
TH4,O3,21/02/2018 14:00,28.80000,ug m-3,P
TH4,O3,21/02/2018 15:00,27.10000,ug m-3,P
TH4,O3,21/02/2018 16:00,19.20000,ug m-3,P
TH4,O3,21/02/2018 17:00,16.90000,ug m-3,P
TH4,O3,21/02/2018 18:00,13.30000,ug m-3,P
TH4,O3,21/02/2018 19:00,12.30000,ug m-3,P
TH4,O3,21/02/2018 20:00,10.70000,ug m-3,P
TH4,O3,21/02/2018 21:00,23.80000,ug m-3,P
TH4,O3,21/02/2018 22:00,26.10000,ug m-3,P
TH4,O3,21/02/2018 23:00,27.80000,ug m-3,P
TH4,O3,22/02/2018 00:00,25.90000,ug m-3,P
TH4,O3,22/02/2018 01:00,36.80000,ug m-3,P
TH4,O3,22/02/2018 02:00,42.60000,ug m-3,P
TH4,O3,22/02/2018 03:00,43.00000,ug m-3,P
TH4,O3,22/02/2018 04:00,36.90000,ug m-3,P
TH4,O3,22/02/2018 05:00,17.70000,ug m-3,P
TH4,O3,22/02/2018 06:00,16.10000,ug m-3,P
TH4,O3,22/02/2018 07:00,17.50000,ug m-3,P
TH4,O3,22/02/2018 08:00,18.90000,ug m-3,P
TH4,O3,22/02/2018 09:00,28.40000,ug m-3,P
TH4,O3,22/02/2018 10:00,35.10000,ug m-3,P
TH4,O3,22/02/2018 11:00,35.30000,ug m-3,P
TH4,O3,22/02/2018 12:00,38.30000,ug m-3,P
TH4,O3,22/02/2018 13:00,43.10000,ug m-3,P
TH4,O3,22/02/2018 14:00,44.20000,ug m-3,P
TH4,O3,22/02/2018 15:00,38.20000,ug m-3,P
TH4,O3,22/02/2018 16:00,38.10000,ug m-3,P
TH4,O3,22/02/2018 17:00,36.60000,ug m-3,P
TH4,O3,22/02/2018 18:00,27.70000,ug m-3,P
TH4,O3,22/02/2018 19:00,15.60000,ug m-3,P
TH4,O3,22/02/2018 20:00,10.20000,ug m-3,P
TH4,O3,22/02/2018 21:00,9.60000,ug m-3,P
TH4,O3,22/02/2018 22:00,9.10000,ug m-3,P
TH4,O3,22/02/2018 23:00,5.70000,ug m-3,P
TH4,O3,23/02/2018 00:00,5.30000,ug m-3,P
TH4,O3,23/02/2018 01:00,4.70000,ug m-3,P
TH4,O3,23/02/2018 02:00,6.10000,ug m-3,P
TH4,O3,23/02/2018 03:00,16.60000,ug m-3,P
TH4,O3,23/02/2018 04:00,8.00000,ug m-3,P
TH4,O3,23/02/2018 05:00,2.40000,ug m-3,P
TH4,O3,23/02/2018 06:00,2.10000,ug m-3,P
TH4,O3,23/02/2018 07:00,4.50000,ug m-3,P
TH4,O3,23/02/2018 08:00,13.30000,ug m-3,P
TH4,O3,23/02/2018 09:00,23.90000,ug m-3,P
TH4,O3,23/02/2018 10:00,39.60000,ug m-3,P
TH4,O3,23/02/2018 11:00,38.90000,ug m-3,P
TH4,O3,23/02/2018 12:00,34.00000,ug m-3,P
TH4,O3,23/02/2018 13:00,33.60000,ug m-3,P
TH4,O3,23/02/2018 14:00,38.40000,ug m-3,P
TH4,O3,23/02/2018 15:00,39.80000,ug m-3,P
TH4,O3,23/02/2018 16:00,33.70000,ug m-3,P
TH4,O3,23/02/2018 17:00,40.50000,ug m-3,P
TH4,O3,23/02/2018 18:00,32.80000,ug m-3,P
TH4,O3,23/02/2018 19:00,31.10000,ug m-3,P
TH4,O3,23/02/2018 20:00,28.20000,ug m-3,P
TH4,O3,23/02/2018 21:00,23.30000,ug m-3,P
TH4,O3,23/02/2018 22:00,28.80000,ug m-3,P
TH4,O3,23/02/2018 23:00,22.70000,ug m-3,P
TH4,O3,24/02/2018 00:00,20.90000,ug m-3,P
TH4,O3,24/02/2018 01:00,19.00000,ug m-3,P
TH4,O3,24/02/2018 02:00,20.90000,ug m-3,P
TH4,O3,24/02/2018 03:00,19.40000,ug m-3,P
TH4,O3,24/02/2018 04:00,17.30000,ug m-3,P
TH4,O3,24/02/2018 05:00,19.30000,ug m-3,P
TH4,O3,24/02/2018 06:00,17.50000,ug m-3,P
TH4,O3,24/02/2018 07:00,17.30000,ug m-3,P
TH4,O3,24/02/2018 08:00,23.50000,ug m-3,P
TH4,O3,24/02/2018 09:00,31.00000,ug m-3,P
TH4,O3,24/02/2018 10:00,37.20000,ug m-3,P
TH4,O3,24/02/2018 11:00,41.50000,ug m-3,P
TH4,O3,24/02/2018 12:00,45.40000,ug m-3,P
TH4,O3,24/02/2018 13:00,47.30000,ug m-3,P
TH4,O3,24/02/2018 14:00,46.90000,ug m-3,P
TH4,O3,24/02/2018 15:00,45.40000,ug m-3,P
TH4,O3,24/02/2018 16:00,43.20000,ug m-3,P
TH4,O3,24/02/2018 17:00,34.40000,ug m-3,P
TH4,O3,24/02/2018 18:00,29.10000,ug m-3,P
TH4,O3,24/02/2018 19:00,25.20000,ug m-3,P
TH4,O3,24/02/2018 20:00,29.10000,ug m-3,P
TH4,O3,24/02/2018 21:00,30.60000,ug m-3,P
TH4,O3,24/02/2018 22:00,41.10000,ug m-3,P
TH4,O3,24/02/2018 23:00,40.60000,ug m-3,P
TH4,O3,25/02/2018 00:00,38.70000,ug m-3,P
TH4,O3,25/02/2018 01:00,40.80000,ug m-3,P
TH4,O3,25/02/2018 02:00,41.40000,ug m-3,P
TH4,O3,25/02/2018 03:00,42.40000,ug m-3,P
TH4,O3,25/02/2018 04:00,43.90000,ug m-3,P
TH4,O3,25/02/2018 05:00,40.90000,ug m-3,P
TH4,O3,25/02/2018 06:00,37.10000,ug m-3,P
TH4,O3,25/02/2018 07:00,40.20000,ug m-3,P
TH4,O3,25/02/2018 08:00,45.90000,ug m-3,P
TH4,O3,25/02/2018 09:00,49.10000,ug m-3,P
TH4,O3,25/02/2018 10:00,49.10000,ug m-3,P
TH4,O3,25/02/2018 11:00,50.80000,ug m-3,P
TH4,O3,25/02/2018 12:00,52.60000,ug m-3,P
TH4,O3,25/02/2018 13:00,54.40000,ug m-3,P
TH4,O3,25/02/2018 14:00,53.30000,ug m-3,P
TH4,O3,25/02/2018 15:00,54.50000,ug m-3,P
TH4,O3,25/02/2018 16:00,55.40000,ug m-3,P
TH4,O3,25/02/2018 17:00,53.30000,ug m-3,P
TH4,O3,25/02/2018 18:00,44.20000,ug m-3,P
TH4,O3,25/02/2018 19:00,44.40000,ug m-3,P
TH4,O3,25/02/2018 20:00,39.50000,ug m-3,P
TH4,O3,25/02/2018 21:00,34.20000,ug m-3,P
TH4,O3,25/02/2018 22:00,35.30000,ug m-3,P
TH4,O3,25/02/2018 23:00,48.70000,ug m-3,P
TH4,O3,26/02/2018 00:00,58.80000,ug m-3,P
TH4,O3,26/02/2018 01:00,59.50000,ug m-3,P
TH4,O3,26/02/2018 02:00,61.00000,ug m-3,P
TH4,O3,26/02/2018 03:00,59.50000,ug m-3,P
TH4,O3,26/02/2018 04:00,58.50000,ug m-3,P
TH4,O3,26/02/2018 05:00,51.50000,ug m-3,P
TH4,O3,26/02/2018 06:00,36.10000,ug m-3,P
TH4,O3,26/02/2018 07:00,29.70000,ug m-3,P
TH4,O3,26/02/2018 08:00,33.30000,ug m-3,P
TH4,O3,26/02/2018 09:00,33.70000,ug m-3,P
TH4,O3,26/02/2018 10:00,41.40000,ug m-3,P
TH4,O3,26/02/2018 11:00,52.20000,ug m-3,P
TH4,O3,26/02/2018 12:00,47.70000,ug m-3,P
TH4,O3,26/02/2018 13:00,49.80000,ug m-3,P
TH4,O3,26/02/2018 14:00,44.70000,ug m-3,P
TH4,O3,26/02/2018 15:00,43.10000,ug m-3,P
TH4,O3,26/02/2018 16:00,46.60000,ug m-3,P
TH4,O3,26/02/2018 17:00,45.60000,ug m-3,P
TH4,O3,26/02/2018 18:00,32.70000,ug m-3,P
TH4,O3,26/02/2018 19:00,35.20000,ug m-3,P
TH4,O3,26/02/2018 20:00,34.10000,ug m-3,P
TH4,O3,26/02/2018 21:00,39.00000,ug m-3,P
TH4,O3,26/02/2018 22:00,41.90000,ug m-3,P
TH4,O3,26/02/2018 23:00,40.70000,ug m-3,P
TH4,O3,27/02/2018 00:00,44.00000,ug m-3,P
TH4,O3,27/02/2018 01:00,50.10000,ug m-3,P
TH4,O3,27/02/2018 02:00,48.10000,ug m-3,P
TH4,O3,27/02/2018 03:00,46.20000,ug m-3,P
TH4,O3,27/02/2018 04:00,36.00000,ug m-3,P
TH4,O3,27/02/2018 05:00,24.80000,ug m-3,P
TH4,O3,27/02/2018 06:00,15.90000,ug m-3,P
TH4,O3,27/02/2018 07:00,15.60000,ug m-3,P
TH4,O3,27/02/2018 08:00,19.40000,ug m-3,P
TH4,O3,27/02/2018 09:00,35.30000,ug m-3,P
TH4,O3,27/02/2018 10:00,44.20000,ug m-3,P
TH4,O3,27/02/2018 11:00,49.00000,ug m-3,P
TH4,O3,27/02/2018 12:00,45.50000,ug m-3,P
TH4,O3,27/02/2018 13:00,37.00000,ug m-3,P
TH4,O3,27/02/2018 14:00,29.80000,ug m-3,P
TH4,O3,27/02/2018 15:00,28.50000,ug m-3,P
TH4,O3,27/02/2018 16:00,39.20000,ug m-3,P
TH4,O3,27/02/2018 17:00,33.10000,ug m-3,P
TH4,O3,27/02/2018 18:00,18.80000,ug m-3,P
TH4,O3,27/02/2018 19:00,7.00000,ug m-3,P
TH4,O3,27/02/2018 20:00,4.70000,ug m-3,P
TH4,O3,27/02/2018 21:00,3.80000,ug m-3,P
TH4,O3,27/02/2018 22:00,9.60000,ug m-3,P
TH4,O3,27/02/2018 23:00,7.40000,ug m-3,P
TH4,O3,28/02/2018 00:00,7.20000,ug m-3,P
TH4,O3,28/02/2018 01:00,20.10000,ug m-3,P
TH4,O3,28/02/2018 02:00,26.60000,ug m-3,P
TH4,O3,28/02/2018 03:00,30.60000,ug m-3,P
TH4,O3,28/02/2018 04:00,27.50000,ug m-3,P
TH4,O3,28/02/2018 05:00,14.70000,ug m-3,P
TH4,O3,28/02/2018 06:00,3.30000,ug m-3,P
TH4,O3,28/02/2018 07:00,4.10000,ug m-3,P
TH4,O3,28/02/2018 08:00,13.30000,ug m-3,P
TH4,O3,28/02/2018 09:00,18.00000,ug m-3,P
TH4,O3,28/02/2018 10:00,31.40000,ug m-3,P
TH4,O3,28/02/2018 11:00,30.90000,ug m-3,P
TH4,O3,28/02/2018 12:00,51.80000,ug m-3,P
TH4,O3,28/02/2018 13:00,50.50000,ug m-3,P
TH4,O3,28/02/2018 14:00,52.40000,ug m-3,P
TH4,O3,28/02/2018 15:00,51.30000,ug m-3,P
TH4,O3,28/02/2018 16:00,50.50000,ug m-3,P
TH4,O3,28/02/2018 17:00,40.30000,ug m-3,P
TH4,O3,28/02/2018 18:00,38.30000,ug m-3,P
TH4,O3,28/02/2018 19:00,35.30000,ug m-3,P
TH4,O3,28/02/2018 20:00,39.30000,ug m-3,P
TH4,O3,28/02/2018 21:00,48.70000,ug m-3,P
TH4,O3,28/02/2018 22:00,48.90000,ug m-3,P
TH4,O3,28/02/2018 23:00,50.30000,ug m-3,P
TH4,O3,01/03/2018 00:00,48.30000,ug m-3,P
TH4,O3,01/03/2018 01:00,48.10000,ug m-3,P
TH4,O3,01/03/2018 02:00,49.70000,ug m-3,P
TH4,O3,01/03/2018 03:00,48.00000,ug m-3,P
TH4,O3,01/03/2018 04:00,48.70000,ug m-3,P
TH4,O3,01/03/2018 05:00,46.60000,ug m-3,P
TH4,O3,01/03/2018 06:00,39.70000,ug m-3,P
TH4,O3,01/03/2018 07:00,35.50000,ug m-3,P
TH4,O3,01/03/2018 08:00,34.50000,ug m-3,P
TH4,O3,01/03/2018 09:00,30.60000,ug m-3,P
TH4,O3,01/03/2018 10:00,34.90000,ug m-3,P
TH4,O3,01/03/2018 11:00,32.50000,ug m-3,P
TH4,O3,01/03/2018 12:00,34.20000,ug m-3,P
TH4,O3,01/03/2018 13:00,32.60000,ug m-3,P
TH4,O3,01/03/2018 14:00,31.10000,ug m-3,P
TH4,O3,01/03/2018 15:00,32.70000,ug m-3,P
